Player Name,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Opposition Team
K Rabada,3,1,0,16,16,16,12,133.33,0,0,0,0,2,Ireland
K Rabada,19,4,2,36,13*,18,44,81.81,0,0,0,4,0,Sri Lanka
K Rabada,10,5,1,44,19,11,53,83.01,0,0,1,4,1,England
K Rabada,9,5,2,43,26,14.33,42,102.38,0,0,1,4,0,Pakistan
K Rabada,11,6,2,52,23*,13,55,94.54,0,0,0,5,2,Bangladesh
K Rabada,15,7,5,54,17*,27,79,68.35,0,0,0,0,3,Australia
K Rabada,14,9,5,80,31*,20,105,76.19,0,0,0,8,1,India
K Sinclair,1,-,-,-,-,-,-,-,-,-,-,-,-,Oman
K Sinclair,1,-,-,-,-,-,-,-,-,-,-,-,-,U.A.E.
K Sinclair,3,1,1,3,3*,-,4,75,0,0,0,0,0,New Zealand
K Sinclair,1,1,0,10,10,10,24,41.66,0,0,0,0,0,Scotland
K Sinclair,1,1,0,25,25,25,36,69.44,0,0,0,2,0,Sri Lanka
K Verreynne,1,1,0,12,12,12,20,60,0,0,0,0,0,Sri Lanka
K Verreynne,3,1,0,13,13,13,16,81.25,0,0,0,1,0,Ireland
K Verreynne,1,1,0,62,62,62,53,116.98,0,1,0,3,3,Pakistan
K Verreynne,3,3,1,88,58*,44,118,74.57,0,1,0,7,3,Bangladesh
K Verreynne,1,1,0,95,95,95,112,84.82,0,1,0,9,1,Netherlands
K Verreynne,3,3,0,101,50,33.66,120,84.16,0,1,0,5,3,Australia
K Whatham,1,1,0,18,18,18,41,43.9,0,0,0,2,0,Australia
K Zondo,1,1,0,4,4,4,7,57.14,0,0,0,0,0,Netherlands
K Zondo,2,2,1,46,25*,46,67,68.65,0,0,0,3,1,Zimbabwe
K Zondo,3,3,0,96,54,32,157,61.14,0,1,0,5,2,India
KA Edwards,1,1,0,2,2,2,7,28.57,0,0,0,0,0,Ireland
KA Edwards,2,2,0,10,10,5,38,26.31,0,0,1,0,0,Bangladesh
KA Edwards,2,2,0,19,10,9.5,43,44.18,0,0,0,1,0,England
KA Edwards,4,4,0,63,25,15.75,92,68.47,0,0,1,5,2,India
KA Edwards,5,5,1,90,40*,22.5,166,54.21,0,0,1,3,1,Pakistan
KA Edwards,2,2,1,147,123*,147,148,99.32,1,0,0,14,4,New Zealand
KA Hope,2,2,0,5,4,2.5,6,83.33,0,0,0,1,0,New Zealand
KA Hope,2,1,0,33,33,33,38,86.84,0,0,0,3,0,England
KA Hope,3,3,0,100,46,33.33,148,67.56,0,0,0,16,0,India
KA Jamieson,3,2,1,9,6*,9,7,128.57,0,0,0,1,0,Netherlands
KA Jamieson,5,1,0,20,20,20,28,71.42,0,0,0,3,0,Bangladesh
KA Jamieson,2,1,1,25,25*,-,24,104.16,0,0,0,1,2,India
KA Jamieson,3,2,0,29,15,14.5,43,67.44,0,0,0,1,0,England
KA Maharaj,7,2,1,2,1*,2,3,66.66,0,0,0,0,0,England
KA Maharaj,8,4,1,4,2,1.33,11,36.36,0,0,1,0,0,Australia
KA Maharaj,5,2,0,11,6,5.5,18,61.11,0,0,0,1,0,India
KA Maharaj,3,1,0,17,17,17,19,89.47,0,0,0,1,0,Ireland
KA Maharaj,2,2,1,26,19,26,32,81.25,0,0,0,4,0,Pakistan
KA Maharaj,6,4,1,40,17,13.33,44,90.9,0,0,0,6,0,Sri Lanka
KA Maharaj,4,2,0,51,28,25.5,55,92.72,0,0,0,7,1,Bangladesh
KA Maharaj,2,2,1,58,40,58,53,109.43,0,0,0,8,1,Netherlands
KA Pollard,3,2,0,35,32,17.5,31,112.9,0,0,0,1,2,Afghanistan
KA Pollard,1,1,0,60,60,60,27,222.22,0,1,0,5,4,Netherlands
KA Pollard,3,3,0,68,41,22.66,90,75.55,0,0,0,4,3,England
KA Pollard,5,4,0,87,56,21.75,119,73.1,0,1,0,9,1,New Zealand
KA Pollard,8,8,0,106,30,13.25,160,66.25,0,0,1,6,3,Pakistan
KA Pollard,7,7,1,128,41*,21.33,110,116.36,0,0,1,8,8,Zimbabwe
KA Pollard,10,9,1,134,53*,16.75,131,102.29,0,1,3,11,4,Sri Lanka
KA Pollard,7,6,1,207,94,41.4,177,116.94,0,2,0,14,13,Ireland
KA Pollard,12,10,0,294,89,29.4,273,107.69,0,2,1,18,18,Bangladesh
KA Pollard,10,10,1,311,67*,34.55,322,96.58,0,2,1,22,14,South Africa
KA Pollard,20,19,2,448,119,26.35,494,90.68,1,2,4,22,28,India
KA Pollard,22,21,3,681,109*,37.83,757,89.96,2,2,2,45,30,Australia
KAJ Roach,1,-,-,-,-,-,-,-,-,-,-,-,-,Netherlands
KAJ Roach,2,-,-,-,-,-,-,-,-,-,-,-,-,U.A.E.
KAJ Roach,2,1,0,0,0,0,1,0,0,0,1,0,0,Afghanistan
KAJ Roach,1,1,0,0,0,0,2,0,0,0,1,0,0,England
KAJ Roach,1,1,1,0,0*,-,0,-,0,0,0,0,0,Scotland
KAJ Roach,5,2,1,1,1,1,2,50,0,0,0,0,0,Ireland
KAJ Roach,2,1,1,2,2*,-,6,33.33,0,0,0,0,0,South Africa
KAJ Roach,8,2,2,3,2*,-,2,150,0,0,0,0,0,Zimbabwe
KAJ Roach,1,1,0,14,14,14,31,45.16,0,0,0,0,1,New Zealand
KAJ Roach,11,9,9,16,9*,-,31,51.61,0,0,0,1,0,Australia
KAJ Roach,4,2,1,17,9,17,19,89.47,0,0,0,1,0,Sri Lanka
KAJ Roach,16,8,5,18,5*,6,58,31.03,0,0,1,0,0,Bangladesh
KAJ Roach,10,8,3,52,24,10.4,110,47.27,0,0,2,6,1,Pakistan
KAJ Roach,24,20,13,168,34,24,300,56,0,0,3,15,4,India
Kaleem Sana,1,1,0,0,0,0,1,0,0,0,1,0,0,U.A.E.
Kaleem Sana,1,1,1,6,6*,-,10,60,0,0,0,0,0,Jersey
Kaleem Sana,1,1,1,7,7*,-,24,29.16,0,0,0,0,1,Namibia
Kaleem Sana,1,1,1,11,11*,-,9,122.22,0,0,0,1,0,P.N.G.
Kaleem Sana,1,1,1,16,16*,-,20,80,0,0,0,1,1,U.S.A.
Kaleemullah,1,-,-,-,-,-,-,-,-,-,-,-,-,Netherlands
Kaleemullah,1,1,0,1,1,1,2,50,0,0,0,0,0,Zimbabwe
Kaleemullah,1,1,0,2,2,2,3,66.66,0,0,0,0,0,West Indies
Kaleemullah,6,4,2,11,8,5.5,18,61.11,0,0,1,0,1,Namibia
Kaleemullah,7,4,2,13,9*,6.5,13,100,0,0,1,0,1,U.A.E.
Kaleemullah,7,5,2,16,11*,5.33,35,45.71,0,0,0,1,0,Nepal
Kaleemullah,5,3,1,23,20,11.5,16,143.75,0,0,1,1,2,Scotland
Kaleemullah,6,3,2,27,16*,27,20,135,0,0,0,2,1,U.S.A.
Kaleemullah,5,2,1,32,19*,32,13,246.15,0,0,0,2,3,P.N.G.
Kamran Akmal,1,-,-,-,-,-,-,-,-,-,-,-,-,Zimbabwe
Kamran Akmal,1,1,0,12,12,12,20,60,0,0,0,0,0,Scotland
Kamran Akmal,1,1,0,16,16,16,38,42.1,0,0,0,2,0,Canada
Kamran Akmal,1,1,0,23,23,23,16,143.75,0,0,0,2,0,Bangladesh
Kamran Akmal,2,2,0,53,39,26.5,74,71.62,0,0,0,6,0,Sri Lanka
Kamran Akmal,1,1,0,55,55,55,67,82.08,0,1,0,5,0,Kenya
Kamran Akmal,6,5,0,91,51,18.2,105,86.66,0,1,2,7,3,India
Kamran Akmal,2,2,0,94,81,47,91,103.29,0,1,0,14,2,Ireland
Kamran Akmal,8,7,0,97,34,13.85,136,71.32,0,0,0,12,1,Australia
Kamran Akmal,6,6,0,109,48,18.16,132,82.57,0,0,1,14,1,South Africa
Kamran Akmal,5,5,1,117,47*,29.25,145,80.68,0,0,1,14,3,West Indies
Kamran Akmal,7,6,0,148,89,24.66,195,75.89,0,1,0,13,3,New Zealand
Kamran Akmal,5,5,0,201,74,40.2,231,87.01,0,2,0,30,1,England
Kamran Ghulam,1,-,-,-,-,-,-,-,-,-,-,-,-,New Zealand
Kamran Shazad,1,-,-,-,-,-,-,-,-,-,-,-,-,Hong Kong
Kamran Shazad,1,1,0,0,0,0,3,0,0,0,1,0,0,South Africa
Kamran Shazad,1,1,1,9,9*,-,7,128.57,0,0,0,1,0,Afghanistan
Kamran Shazad,1,1,0,13,13,13,15,86.66,0,0,0,0,1,Scotland
KAR Hodge,3,2,0,26,26,13,29,89.65,0,0,1,4,0,U.A.E.
Karan KC,2,2,0,1,1,0.5,6,16.66,0,0,1,0,0,Netherlands
Karan KC,1,1,1,2,2*,-,2,100,0,0,0,0,0,India
Karan KC,1,1,1,2,2*,-,2,100,0,0,0,0,0,Zimbabwe
Karan KC,1,1,0,4,4,4,3,133.33,0,0,0,1,0,Ireland
Karan KC,1,1,1,7,7*,-,6,116.66,0,0,0,1,0,Pakistan
Karan KC,7,5,1,26,12,6.5,40,65,0,0,1,4,0,U.S.A.
Karan KC,1,1,0,28,28,28,27,103.7,0,0,0,4,1,West Indies
Karan KC,3,2,1,39,20*,39,23,169.56,0,0,0,3,3,Namibia
Karan KC,5,3,1,46,31*,23,59,77.96,0,0,0,4,1,Scotland
Karan KC,12,8,0,56,18,7,87,64.36,0,0,1,3,3,U.A.E.
Karan KC,7,5,1,68,29*,17,100,68,0,0,1,5,2,Oman
Karan KC,7,3,1,79,42,39.5,57,138.59,0,0,0,3,7,P.N.G.
Karim Janat,1,1,0,1,1,1,1,100,0,0,0,0,0,Bangladesh
Karim Janat,1,1,0,9,9,9,33,27.27,0,0,0,0,0,Zimbabwe
Karim Janat,1,1,0,22,22,22,13,169.23,0,0,0,1,2,Sri Lanka
Karim Sadiq,1,1,0,5,5,5,14,35.71,0,0,0,0,0,Zimbabwe
Karim Sadiq,1,1,0,12,12,12,36,33.33,0,0,0,0,1,Bangladesh
Karim Sadiq,1,1,0,17,17,17,18,94.44,0,0,0,3,0,Australia
Karim Sadiq,2,2,0,26,25,13,35,74.28,0,0,0,3,1,Ireland
Karim Sadiq,1,1,0,40,40,40,47,85.1,0,0,0,2,2,Pakistan
Karim Sadiq,5,4,0,39,34,9.75,46,84.78,0,0,1,5,1,Canada
Karim Sadiq,5,4,0,43,19,10.75,63,68.25,0,0,1,7,0,Kenya
Karim Sadiq,3,3,1,116,114*,58,117,99.14,1,0,1,11,3,Scotland
Karim Sadiq,4,4,1,157,100,52.33,189,83.06,1,0,0,17,5,Netherlands
Kashif Daud,2,1,0,6,6,6,8,75,0,0,0,1,0,P.N.G.
Kashif Daud,2,1,0,20,20,20,23,86.95,0,0,0,2,1,Ireland
Kashif Daud,2,2,0,21,18,10.5,30,70,0,0,0,3,0,Nepal
Kashif Daud,2,1,1,24,24*,-,30,80,0,0,0,0,1,U.S.A.
Kashif Daud,4,4,1,28,23,9.33,40,70,0,0,1,3,1,Scotland
Kashif Daud,5,5,2,77,52,25.66,77,100,0,1,0,4,4,Oman
Kashif Daud,2,2,2,106,76*,-,102,103.92,0,1,0,6,6,Namibia
KC Brathwaite,2,2,0,30,16,15,65,46.15,0,0,0,1,0,Sri Lanka
KC Brathwaite,3,3,0,61,42,20.33,108,56.48,0,0,0,3,0,England
KC Brathwaite,3,3,0,85,39,28.33,148,57.43,0,0,0,7,0,Pakistan
KC Brathwaite,2,2,0,102,78,51,162,62.96,0,1,0,4,0,Zimbabwe
KC Sangakkara,1,1,1,11,11*,-,7,157.14,0,0,0,1,0,Zimbabwe
KC Sangakkara,1,1,1,27,27*,-,24,112.5,0,0,0,3,0,Kenya
KC Sangakkara,2,2,0,83,76,41.5,115,72.17,0,1,0,7,1,Afghanistan
KC Sangakkara,1,1,0,92,92,92,87,105.74,0,1,0,7,1,Canada
KC Sangakkara,1,1,0,124,124,124,95,130.52,1,0,0,13,4,Scotland
KC Sangakkara,5,4,1,202,90*,67.33,266,75.93,0,2,0,12,2,West Indies
KC Sangakkara,10,9,2,429,128,61.28,424,101.17,2,2,0,45,1,Bangladesh
KC Sangakkara,14,14,1,727,169,55.92,765,95.03,2,3,1,79,10,South Africa
KC Sangakkara,18,18,2,679,104,42.43,817,83.1,1,4,1,61,4,Australia
KC Sangakkara,20,19,3,904,113*,56.5,1033,87.51,2,6,1,97,12,New Zealand
KC Sangakkara,23,22,0,790,97,35.9,1145,68.99,0,7,1,63,7,Pakistan
KC Sangakkara,25,23,1,1113,133,50.59,1339,83.12,3,9,2,103,6,India
KC Sangakkara,20,19,3,1101,134*,68.81,1314,83.78,4,6,0,108,4,England
KD Karthik,2,2,0,27,21,13.5,33,81.81,0,0,0,3,0,England
KD Karthik,1,1,0,33,33,33,38,86.84,0,0,0,3,0,Hong Kong
KD Karthik,3,2,1,37,25*,37,35,105.71,0,0,0,2,0,Australia
KD Karthik,5,5,2,82,37,27.33,114,71.92,0,0,0,5,2,Bangladesh
KD Karthik,5,5,2,132,51*,44,188,70.21,0,2,0,17,0,West Indies
KD Karthik,7,5,2,142,69,47.33,194,73.19,0,1,0,14,0,Zimbabwe
KD Karthik,4,4,0,148,79,37,167,88.62,0,1,0,12,5,South Africa
KD Karthik,8,8,3,163,64*,32.6,231,70.56,0,1,2,16,1,New Zealand
KD Karthik,17,14,1,305,66,23.46,437,69.79,0,1,2,41,1,Sri Lanka
KD Mills,1,-,-,-,-,-,-,-,-,-,-,-,-,Australia
KD Mills,1,-,-,-,-,-,-,-,-,-,-,-,-,Canada
KD Mills,4,1,0,7,7,7,12,58.33,0,0,0,1,0,Zimbabwe
KD Mills,6,4,2,28,17,14,26,107.69,0,0,1,3,0,Pakistan
KD Mills,7,4,3,38,28*,38,34,111.76,0,0,0,3,1,England
KD Mills,8,6,0,39,26,6.5,64,60.93,0,0,0,3,1,West Indies
KD Mills,10,4,0,44,30,11,52,84.61,0,0,1,3,1,Sri Lanka
KD Mills,7,7,2,58,26,11.6,74,78.37,0,0,1,3,2,South Africa
KD Mills,6,5,2,116,33,38.66,134,86.56,0,0,0,6,7,Bangladesh
KD Mills,10,8,1,128,52,18.28,98,130.61,0,1,0,14,7,India
KD Shah,1,1,0,0,0,0,2,0,0,0,1,0,0,Scotland
KD Shah,1,1,0,17,17,17,15,113.33,0,0,0,0,1,India
KD Shah,1,1,0,26,26,26,50,52,0,0,0,1,0,Pakistan
KD Shah,1,1,1,34,34*,-,37,91.89,0,0,0,4,1,U.A.E.
KD Shah,6,6,0,59,18,9.83,134,44.02,0,0,1,7,0,P.N.G.
KDK Vithanage,1,1,0,5,5,5,5,100,0,0,0,1,0,Ireland
KDK Vithanage,3,3,1,29,13*,14.5,46,63.04,0,0,0,4,0,Bangladesh
KDK Vithanage,2,2,0,41,27,20.5,39,105.12,0,0,0,6,0,Pakistan
KH Pandya,2,1,0,35,35,35,54,64.81,0,0,0,3,0,Sri Lanka
KH Pandya,3,3,2,95,58*,95,74,128.37,0,1,0,8,2,England
KH Prajapati,1,1,0,1,1,1,9,11.11,0,0,0,0,0,Sri Lanka
KH Prajapati,1,1,0,25,25,25,32,78.12,0,0,0,4,0,Netherlands
KH Prajapati,3,3,0,27,25,9,45,60,0,0,1,3,0,Nepal
KH Prajapati,1,1,0,31,31,31,45,68.88,0,0,0,2,1,West Indies
KH Prajapati,4,4,0,60,22,15,59,101.69,0,0,0,4,4,P.N.G.
KH Prajapati,1,1,0,72,72,72,74,97.29,0,1,0,6,1,Ireland
KH Prajapati,1,1,0,103,103,103,97,106.18,1,0,0,12,1,Zimbabwe
KH Prajapati,5,4,0,106,81,26.5,170,62.35,0,1,1,9,1,Scotland
KH Prajapati,2,2,0,131,103,65.5,152,86.18,1,0,0,11,2,U.S.A.
KH Prajapati,5,5,0,181,71,36.2,245,73.87,0,2,0,21,2,Namibia
Khaled Ahmed,2,2,1,1,1,1,4,25,0,0,0,0,0,New Zealand
Khalid Latif,1,1,0,0,0,0,5,0,0,0,1,0,0,Australia
Khaliq Dad,1,-,-,-,-,-,-,-,-,-,-,-,-,Canada
Khaliq Dad,1,-,-,-,-,-,-,-,-,-,-,-,-,Netherlands
Khaliq Dad,1,1,0,2,2,2,8,25,0,0,0,0,0,Scotland
Khaliq Dad,1,1,1,18,18*,-,28,64.28,0,0,0,0,0,Kenya
Khaliq Dad,1,1,0,20,20,20,32,62.5,0,0,0,1,0,Ireland
Khawar Ali,5,3,0,55,31,18.33,87,63.21,0,0,0,5,2,U.S.A.
Khawar Ali,4,4,0,77,41,19.25,139,55.39,0,0,0,10,0,Nepal
Khawar Ali,6,5,2,100,57*,33.33,202,49.5,0,1,1,5,1,P.N.G.
Khawar Ali,6,5,0,103,63,20.6,172,59.88,0,1,0,14,0,U.A.E.
Khawar Ali,6,5,1,125,79*,31.25,237,52.74,0,1,0,7,2,Scotland
Khawar Ali,7,7,3,166,54*,41.5,221,75.11,0,1,0,15,1,Namibia
Khurram Chohan,1,1,0,3,3,3,22,13.63,0,0,0,0,0,West Indies
Khurram Chohan,1,1,0,4,4,4,8,50,0,0,0,1,0,Sri Lanka
Khurram Chohan,1,1,1,5,5*,-,20,25,0,0,0,0,0,Pakistan
Khurram Chohan,4,3,1,6,5,3,24,25,0,0,1,0,0,Ireland
Khurram Chohan,1,1,0,8,8,8,22,36.36,0,0,0,1,0,Zimbabwe
Khurram Chohan,2,2,0,11,9,5.5,28,39.28,0,0,0,1,0,Scotland
Khurram Chohan,5,3,1,13,8,6.5,23,56.52,0,0,0,1,0,Afghanistan
Khurram Chohan,1,1,0,14,14,14,19,73.68,0,0,0,0,0,Netherlands
Khurram Chohan,1,1,0,22,22,22,16,137.5,0,0,0,2,1,New Zealand
Khurram Khan,1,1,0,2,2,2,11,18.18,0,0,0,0,0,Hong Kong
Khurram Khan,1,1,0,5,5,5,5,100,0,0,0,1,0,West Indies
Khurram Khan,1,1,0,12,12,12,17,70.58,0,0,0,2,0,South Africa
Khurram Khan,1,1,0,14,14,14,28,50,0,0,0,1,0,India
Khurram Khan,1,1,0,34,34,34,53,64.15,0,0,0,4,0,Scotland
Khurram Khan,1,1,0,36,36,36,53,67.92,0,0,0,2,0,Ireland
Khurram Khan,1,1,0,43,43,43,54,79.62,0,0,0,3,1,Pakistan
Khurram Khan,1,1,0,45,45,45,55,81.81,0,0,0,6,0,Zimbabwe
Khurram Khan,4,4,2,298,132*,149,325,91.69,1,2,0,31,1,Afghanistan
Khurram Nawaz,2,1,0,9,9,9,15,60,0,0,0,0,0,Scotland
Khurram Nawaz,1,1,1,17,17*,-,34,50,0,0,0,1,0,Namibia
Khushdil Shah,3,2,0,23,21,11.5,26,88.46,0,0,0,1,1,Netherlands
Khushdil Shah,1,1,0,33,33,33,48,68.75,0,0,0,4,0,Zimbabwe
Khushdil Shah,3,2,1,46,27*,46,39,117.94,0,0,0,3,2,Australia
Khushdil Shah,3,3,1,97,41*,48.5,97,100,0,0,0,6,4,West Indies
KIC Asalanka,1,-,-,-,-,-,-,-,-,-,-,-,-,Oman
KIC Asalanka,1,-,-,-,-,-,-,-,-,-,-,-,-,West Indies
KIC Asalanka,3,2,0,3,3,1.5,17,17.64,0,0,1,0,0,England
KIC Asalanka,2,2,0,18,9,9,33,54.54,0,0,0,4,0,New Zealand
KIC Asalanka,1,1,0,38,38,38,30,126.66,0,0,0,1,2,Ireland
KIC Asalanka,1,1,1,48,48*,-,23,208.69,0,0,0,5,2,U.A.E.
KIC Asalanka,2,2,1,50,49*,50,50,100,0,0,0,3,1,Pakistan
KIC Asalanka,1,1,0,63,63,63,65,96.92,0,1,0,4,2,Scotland
KIC Asalanka,2,2,1,72,62*,72,115,62.6,0,1,0,6,1,Bangladesh
KIC Asalanka,3,3,0,82,44,27.33,110,74.54,0,0,0,6,1,Netherlands
KIC Asalanka,4,3,0,146,71,48.66,145,100.68,0,2,0,13,3,Zimbabwe
KIC Asalanka,8,8,0,188,65,23.5,250,75.2,0,1,1,16,0,India
KIC Asalanka,8,6,1,248,91,49.6,268,92.53,0,2,0,21,5,Afghanistan
KIC Asalanka,4,4,0,275,79,68.75,267,102.99,0,3,0,21,8,South Africa
KJ Abbott,1,-,-,-,-,-,-,-,-,-,-,-,-,India
KJ Abbott,1,-,-,-,-,-,-,-,-,-,-,-,-,Ireland
KJ Abbott,1,-,-,-,-,-,-,-,-,-,-,-,-,Sri Lanka
KJ Abbott,5,2,0,1,1,0.5,4,25,0,0,1,0,0,Australia
KJ Abbott,2,1,1,3,3*,-,8,37.5,0,0,0,0,0,New Zealand
KJ Abbott,4,2,1,6,5,6,13,46.15,0,0,0,0,0,West Indies
KJ Abbott,3,2,0,10,5,5,21,47.61,0,0,0,1,0,Bangladesh
KJ Abbott,4,2,2,10,7*,-,18,55.55,0,0,0,0,0,England
KJ Abbott,3,2,0,17,12,8.5,23,73.91,0,0,0,3,0,Pakistan
KJ Abbott,4,2,0,29,23,14.5,39,74.35,0,0,0,2,0,Zimbabwe
KJ Coetzer,1,1,0,0,0,0,11,0,0,0,1,0,0,Australia
KJ Coetzer,1,1,0,2,2,2,7,28.57,0,0,0,0,0,West Indies
KJ Coetzer,1,1,0,4,4,4,5,80,0,0,0,0,0,Canada
KJ Coetzer,2,2,0,23,22,11.5,35,65.71,0,0,0,4,0,New Zealand
KJ Coetzer,1,1,0,32,32,32,60,53.33,0,0,0,3,0,Pakistan
KJ Coetzer,3,3,0,44,34,14.66,64,68.75,0,0,1,8,0,Sri Lanka
KJ Coetzer,5,5,1,91,44*,22.75,113,80.53,0,0,0,15,0,Nepal
KJ Coetzer,2,2,0,94,57,47,132,71.21,0,1,0,12,0,Kenya
KJ Coetzer,6,6,0,100,28,16.66,181,55.24,0,0,0,13,0,U.S.A.
KJ Coetzer,6,6,1,132,54,26.4,162,81.48,0,1,2,21,2,Namibia
KJ Coetzer,6,6,0,144,60,24,192,75,0,2,2,15,3,Oman
KJ Coetzer,4,3,0,152,89,50.66,162,93.82,0,2,0,17,3,Ireland
KJ Coetzer,1,1,0,156,156,156,134,116.41,1,0,0,17,4,Bangladesh
KJ Coetzer,5,5,1,175,53,43.75,184,95.1,0,1,0,24,5,Hong Kong
KJ Coetzer,4,4,1,179,89*,59.66,246,72.76,0,2,0,17,2,Netherlands
KJ Coetzer,4,4,0,188,71,47,210,89.52,0,3,0,28,2,England
KJ Coetzer,9,8,0,300,133,37.5,364,82.41,1,1,1,41,3,Afghanistan
KJ Coetzer,11,11,1,574,127,57.4,629,91.25,2,2,0,79,3,U.A.E.
KJ Coetzer,10,10,0,512,96,51.2,675,75.85,0,5,0,60,7,P.N.G.
KJ Harding,1,1,1,1,1*,-,1,100,0,0,0,0,0,Bangladesh
KJ O'Brien,1,1,0,1,1,1,3,33.33,0,0,0,0,0,New Zealand
KJ O'Brien,2,2,0,10,9,5,15,66.66,0,0,0,1,0,India
KJ O'Brien,1,1,0,12,12,12,12,100,0,0,0,0,0,P.N.G.
KJ O'Brien,3,2,0,28,23,14,54,51.85,0,0,0,2,0,Australia
KJ O'Brien,3,3,0,58,39,19.33,106,54.71,0,0,1,6,0,Kenya
KJ O'Brien,6,5,1,72,37,18,97,74.22,0,0,0,5,1,Bangladesh
KJ O'Brien,7,6,1,77,32,15.4,64,120.31,0,0,2,5,3,Netherlands
KJ O'Brien,3,3,0,76,64,25.33,59,128.81,0,1,1,7,3,Sri Lanka
KJ O'Brien,3,3,0,108,48,36,125,86.4,0,0,0,12,1,South Africa
KJ O'Brien,5,5,1,131,43*,32.75,137,95.62,0,0,0,11,3,Canada
KJ O'Brien,6,6,1,156,84*,31.2,145,107.58,0,1,0,20,2,Pakistan
KJ O'Brien,8,7,1,227,69,37.83,158,143.67,0,3,0,29,5,U.A.E.
KJ O'Brien,10,9,1,234,113,29.25,183,127.86,1,0,0,20,11,England
KJ O'Brien,10,10,0,306,68,30.6,309,99.02,0,3,1,26,7,West Indies
KJ O'Brien,13,11,4,419,98*,59.85,442,94.79,0,3,1,39,11,Scotland
KJ O'Brien,26,25,3,603,75,27.4,738,81.7,0,2,0,58,10,Afghanistan
KK Ahmed,1,-,-,-,-,-,-,-,-,-,-,-,-,Australia
KK Ahmed,1,-,-,-,-,-,-,-,-,-,-,-,-,Hong Kong
KK Ahmed,1,1,1,1,1*,-,1,100,0,0,0,0,0,Afghanistan
KK Ahmed,7,1,0,3,3,3,11,27.27,0,0,0,0,0,West Indies
KK Ahmed,1,1,0,5,5,5,5,100,0,0,0,1,0,New Zealand
KK Nair,2,2,0,46,39,23,88,52.27,0,0,0,6,0,Zimbabwe
KL Rahul,3,2,0,90,60,45,119,75.63,0,1,0,7,1,Afghanistan
KL Rahul,4,4,0,102,55,25.5,148,68.91,0,1,0,8,0,South Africa
KL Rahul,3,3,2,187,111*,187,213,87.79,1,1,0,17,4,Pakistan
KL Rahul,6,5,2,227,100*,75.66,286,79.37,1,1,0,16,4,Zimbabwe
KL Rahul,6,6,1,225,77,45,273,82.41,0,2,0,17,6,Bangladesh
KL Rahul,5,5,1,232,112,58,227,102.2,1,1,0,15,8,New Zealand
KL Rahul,10,10,2,249,108,31.12,296,84.12,1,1,2,17,7,England
KL Rahul,10,8,1,288,111,41.14,338,85.2,1,1,0,26,2,Sri Lanka
KL Rahul,5,5,0,282,102,56.4,320,88.12,1,1,0,27,6,West Indies
KL Rahul,15,15,4,625,97*,56.81,665,93.98,0,6,0,46,17,Australia
KM Dabengwa,2,2,0,34,28,17,31,109.67,0,0,0,2,2,South Africa
KM Dabengwa,3,3,0,47,30,15.66,100,47,0,0,0,3,0,Bangladesh
KM Jadhav,5,1,0,1,1,1,3,33.33,0,0,0,0,0,South Africa
KM Jadhav,5,2,1,18,9*,18,21,85.71,0,0,0,3,0,Pakistan
KM Jadhav,3,1,1,23,23*,-,27,85.18,0,0,0,1,1,Bangladesh
KM Jadhav,1,1,1,28,28*,-,27,103.7,0,0,0,0,1,Hong Kong
KM Jadhav,2,2,0,71,52,35.5,94,75.53,0,1,0,5,1,Afghanistan
KM Jadhav,6,5,1,109,63,27.25,115,94.78,0,1,1,13,1,Sri Lanka
KM Jadhav,6,3,1,126,105*,63,113,111.5,1,0,0,14,1,Zimbabwe
KM Jadhav,14,10,5,186,40*,37.2,144,129.16,0,0,0,20,3,West Indies
KM Jadhav,4,4,1,244,120,81.33,174,140.22,1,1,0,28,6,England
KM Jadhav,12,12,4,371,81*,46.37,423,87.7,0,3,0,39,4,Australia
KM Jarvis,1,1,0,0,0,0,2,0,0,0,1,0,0,Hong Kong
KM Jarvis,4,2,1,2,2,2,5,40,0,0,0,0,0,New Zealand
KM Jarvis,2,1,0,5,5,5,9,55.55,0,0,0,0,0,Sri Lanka
KM Jarvis,1,1,0,6,6,6,12,50,0,0,0,0,0,Pakistan
KM Jarvis,4,4,0,10,7,2.5,38,26.31,0,0,0,0,0,West Indies
KM Jarvis,5,2,2,11,6*,-,9,122.22,0,0,0,1,0,U.A.E.
KM Jarvis,3,2,1,14,12*,14,16,87.5,0,0,0,2,0,India
KM Jarvis,3,3,0,17,8,5.66,33,51.51,0,0,0,3,0,South Africa
KM Jarvis,2,2,0,20,20,10,15,133.33,0,0,1,4,0,Afghanistan
KM Jarvis,2,1,1,32,32*,-,30,106.66,0,0,0,3,0,Netherlands
KM Jarvis,4,4,1,33,28,11,46,71.73,0,0,0,3,1,Ireland
KM Jarvis,9,5,2,53,37,17.66,72,73.61,0,0,0,4,2,Bangladesh
KMA Paul,1,-,-,-,-,-,-,-,-,-,-,-,-,Ireland
KMA Paul,1,-,-,-,-,-,-,-,-,-,-,-,-,Oman
KMA Paul,1,1,0,1,1,1,2,50,0,0,0,0,0,Nepal
KMA Paul,2,1,0,1,1,1,6,16.66,0,0,0,0,0,Zimbabwe
KMA Paul,2,1,1,2,2*,-,4,50,0,0,0,0,0,U.A.E.
